Listing Date,Order Date,SKU,Order Id,Listing Title,Department,Category,Subcategory,Brand,Color,Size,Bundle Order?,Offer Order,NWT,Cost Price,Order Price,Seller Shipping Discount,Upgraded Shipping Label Fee,Net Earnings,Buyer State,Buyer Zip Code,Buyer Username,Sales Tax (Paid by Buyer),Sales Tax (Paid by Seller),Notes,Other Info
04/06/2019,04/20/2019,,5cbbdf778ecb5df767fb03f6,Uniqlo Zip-up Hoodie,Women,Tops,Sweatshirts & Hoodies,Uniqlo,Green,S,N,Y,N,,$13.00,$1.80,$0.00,$8.25,NY,11204,maxsnuggles,$0.00,$0.00,This sale is exempt from sales tax.,
04/21/2019,04/21/2019,,5cbd3185ef8d4932b6cb4142,I’m Moving and I Have Too Many Purses Mystery Box,Women,Bags,,Mystery Box,,OS,N,N,N,,$20.00,$0.00,$0.00,$16.00,CA,95355,kcgirl23,$1.58,$0.00,,
02/26/2019,04/19/2019,,5cba06c27aad527237315778,Black BCBG boots,Women,Shoes,Over the Knee Boots,BCBG,Black,8,N,Y,N,,$25.00,$0.00,$0.00,$20.00,CA,91316,panteanikaeen,$2.37,$0.00,,
04/22/2019,04/22/2019,,5cbe34767aad522d9043caf0,I’m Moving and I Have Too Many Purses Mystery Box,Women,Bags,,Mystery Box,,OS,N,N,N,,$20.00,$0.00,$11.97,$16.00,CA,92020,avantgardner11,$1.55,$0.00,,
03/18/2019,04/25/2019,,5cc1c709d256cc7b89842a77,*Free with Purchase” Gray and Tan Cardigan Merona,Women,Sweaters,Cardigans,Merona,"Gray,Tan",XXL,N,N,N,,$5.00,$0.00,$0.00,$2.05,NC,28590,caroj0,$0.82,$0.00,,
04/02/2019,04/26/2019,,5cc362ef574bd5952549fc67,Blue Nordstrom Cardigan,Women,Sweaters,Cardigans,Halogen,Blue,M,Y,Y,N,,$7.50,$0.00,$0.00,$6.00,WA,98382,briannagilles,$0.96,$0.00,,
03/27/2019,04/26/2019,,5cc362ef574bd5952549fc67,Black Nordstrom Cardigan,Women,Sweaters,Cardigans,Halogen,Black,MP,Y,Y,N,,$7.50,$0.00,$0.00,$6.00,WA,98382,briannagilles,$0.96,$0.00,,
04/27/2019,04/27/2019,,5cc52ec048db1ba5c4198358,I’m Moving and I Have Too Many Purses Mystery Box,Women,Bags,,Mystery Box,,OS,Y,Y,N,,$16.00,$0.00,$0.00,$12.80,AR,72034,jenna1332,$1.76,$0.00,,
03/15/2019,04/27/2019,,5cc52ec048db1ba5c4198358,*Free with Purchase* Navy cardigan/shrug,Women,Sweaters,,Chris & Carol,Blue,M,Y,Y,N,,$4.00,$0.00,$0.00,$3.20,AR,72034,jenna1332,$0.67,$0.00,,
04/13/2019,05/03/2019,,5cccf590c4858a4bcfb8698f,NWT Nanette Lepore Red Riding Hood Skirt,Women,Skirts,Midi,Nanette Lepore,Red,10,N,Y,Y,,$20.00,$0.00,$0.00,$16.00,FL,32210,teresamaples,$1.88,$0.00,,
04/30/2019,05/06/2019,,5cd08df30521f85042712ca8,Disney Villain Vogue Shirt,Women,Tops,Tees - Short Sleeve,Disney,"White,Black",M,N,Y,N,,$16.00,$0.00,$0.00,$12.80,MI,48195,natalyadasilva,$1.37,$0.00,,
03/24/2019,05/10/2019,,5cd607538dc0b8de8f8896e6,Pink Abercrombie and Fitch sweatshirt,Women,Tops,Sweatshirts & Hoodies,Abercrombie & Fitch,Pink,M,N,Y,N,,$7.00,$0.00,$0.00,$4.05,NH,3275,sshepard70,--,,State does not currently impose a sales tax.,
04/07/2019,05/18/2019,,5ce0d25d8e881e1f0be2f230,Navy Palazzo Sweatpants,Women,Pants,Wide Leg,Zenana Outfitters,Blue,M,Y,Y,N,,$8.89,$0.00,$0.00,$7.11,TN,37221,summertyme121,$1.03,$0.00,,
02/26/2019,05/18/2019,,5ce0d25d8e881e1f0be2f230,*Free with Purchase* Plaid and navy sweater Merona,Women,Sweaters,Cardigans,Merona,"Blue,Red",S,Y,Y,N,,$3.70,$0.00,$0.00,$2.96,TN,37221,summertyme121,$0.55,$0.00,,
03/19/2019,05/18/2019,,5ce0d25d8e881e1f0be2f230,Abercrombie and Fitch Sheer Red Long Sleeve Shirt,Women,Tops,Tees - Long Sleeve,Abercrombie & Fitch,Red,M,Y,Y,N,,$7.41,$0.00,$0.00,$5.93,TN,37221,summertyme121,$0.90,$0.00,,
03/24/2019,05/18/2019,,5ce059af7fc2a67449fd228b,Columbia Long Sleeve Activewear Shirt,Women,Tops,Tees - Long Sleeve,Columbia,"Green,Black",S,Y,Y,N,,$12.32,$0.00,$0.00,$9.86,MD,20653,monymurphy,$0.74,$0.00,,
03/24/2019,05/18/2019,,5ce059af7fc2a67449fd228b,Columbia Long Sleeve Activewear Shirt,Women,Tops,Tees - Long Sleeve,Columbia,"Blue,Black",S,Y,Y,N,,$13.68,$0.00,$0.00,$10.94,MD,20653,monymurphy,$0.83,$0.00,,
03/24/2019,05/28/2019,,5cedf4b416be70cf4a8314d3,Abercrombie and Fitch Long Sleeve Sweater,Women,Tops,Tees - Long Sleeve,Abercrombie & Fitch,Red,M,N,Y,N,,$10.00,$0.00,$0.00,$7.05,PA,19007,klevan84,$0.00,$0.00,This sale is exempt from sales tax.,
03/04/2019,05/29/2019,,5cef0f77f247f3b9e0a2213f,Blue Floral Talbots Cardigan,Women,Sweaters,Cardigans,Talbots,"Blue,White",SP,Y,Y,N,,$9.50,$0.00,$0.00,$7.60,VA,22939,lorikindig,$0.51,$0.00,,
02/26/2019,05/29/2019,,5cef0f77f247f3b9e0a2213f,Navy Talbots Cardigan,Women,Sweaters,Cardigans,Talbots,Blue,SP,Y,Y,N,,$9.50,$0.00,$0.00,$7.60,VA,22939,lorikindig,$0.51,$0.00,,
03/24/2019,05/26/2019,,5ceb4f2d9d2e2b45514774ff,Vintage Woven Denim Purse,Women,Bags,,,"Blue,Tan",OS,N,N,N,,$10.00,$0.00,$0.00,$7.05,MA,2446,elvanvliet,$0.63,$0.00,,
05/22/2019,05/28/2019,,5ced9a9048db1b554b7b1410,Motherhood Maternity Nursing Side Open Shirt,Women,Tops,Tees - Short Sleeve,Motherhood Maternity,"Gray,Black",MM,N,Y,N,,$10.00,$0.00,$0.00,$7.05,MI,48623,genn1984,$1.01,$0.00,,
05/23/2019,05/25/2019,,5ce9acf10521f8ca98c3ff79,Levi 721 High Rise Jean Shorts,Women,Shorts,Jean Shorts,Levi's,Blue,29,N,Y,N,,$10.00,$0.00,$0.00,$7.05,KY,40870,kvalvik,$1.01,$0.00,,
05/28/2019,05/28/2019,,5ceda53b0ac17f9b9d49a82e,Orange Michael Stars Original Tee T-shirt,Women,Tops,Tees - Short Sleeve,Michael Stars,Orange,M,Y,Y,N,,$7.50,$0.00,$0.00,$6.00,FL,33334,kjmcd,$0.77,$0.00,,
05/24/2019,05/28/2019,,5ceda53b0ac17f9b9d49a82e,Blue Michael Stars Original Tee,Women,Tops,Tees - Short Sleeve,Michael Stars,Blue,M,Y,Y,N,,$7.50,$0.00,$0.00,$6.00,FL,33334,kjmcd,$0.77,$0.00,,
05/23/2019,06/01/2019,,5cf3559f7a4b2227a1b0c66c,Black Joseph Ribkoff Cut Out Shirt,Women,Tops,Tees - Short Sleeve,Joseph Ribkoff,Black,8,N,Y,N,,$22.00,$0.00,$0.00,$17.60,NY,10537,ange1980,$2.41,$0.00,,
05/26/2019,06/01/2019,,5cf30dc73b99854299e4929b,Ted Baker White Off Shoulder Fit and Flare Dress,Women,Dresses,Mini,Ted Baker London,White,12,N,Y,Y,,$100.00,$0.00,$0.00,$80.00,TX,79601,gymmary21,$8.81,$0.00,,
02/27/2019,06/07/2019,,5cfa555348db1b3ad497bfff,Bloomingdales Cashmere Sweater,Women,Sweaters,Cardigans,Bloomingdale's,Pink,S,N,Y,N,,$18.00,$0.00,$0.00,$14.40,MS,39212,donnajshearer64,$1.26,$0.00,,
05/08/2019,06/06/2019,,5cf912680521f89333722510,NWT Reebok Muscle Tee,Women,Tops,Tank Tops,Reebok,Gray,XL,N,Y,Y,,$14.00,$0.00,$0.00,$11.05,CA,91933,gypsysaylor,$1.09,$0.00,,
04/20/2019,06/05/2019,,5cf895389af0c9f798842a76,NWOT Black and White Sundress Mossimo Target Brand,Women,Dresses,,Mossimo Supply Co.,"Black,White",M,N,Y,N,,$10.00,$0.00,$0.00,$7.05,CA,93105,sandygarred,$0.78,$0.00,,
06/01/2019,06/09/2019,,5cfd7439454fe3909dccb012,Logo Lounge Lori Goldstein Lace Back Navy Shirt,Women,Tops,Tees - Long Sleeve,LOGO by Lori Goldstein,"Blue,Black",XS,N,Y,N,,$16.00,$0.00,$0.00,$12.80,FL,33410,victhestick,$1.60,$0.00,,
04/20/2019,06/11/2019,,5d003da09495d2dd65d48616,Peach Summer Dress Lulu’s,Women,Dresses,Midi,Lulu's,Cream,M,Y,Y,N,,$13.97,$0.00,$0.00,$11.18,CA,93212,joann_ale88,$1.15,$0.00,,
06/03/2019,06/11/2019,,5d003da09495d2dd65d48616,Black and Floral Summer Sundress Tomsware,Women,Dresses,Mini,tomsware,"Black,Red",M,Y,Y,Y,,$11.03,$0.00,$0.00,$8.82,CA,93212,joann_ale88,$0.91,$0.00,,
05/26/2019,06/16/2019,,5d06ded3ef72e6eb15bc2e55,Soft Wool Light Pink Uniqlo Long Sleeve Shirt,Women,Tops,Tees - Long Sleeve,Uniqlo,Pink,XS,N,Y,N,,$8.00,$0.00,$0.00,$5.05,OH,45039,womyn,$1.03,$0.00,,
05/21/2019,06/17/2019,,5d08173dacf61fe826431efd,Set of 2 Mossimo Target Shrugs Black & White,Women,Sweaters,Shrugs & Ponchos,Mossimo Supply Co.,"Black,White",S,N,Y,N,,$12.00,$0.00,$0.00,$9.05,ID,83704,sharonf2014,$0.72,$0.00,,
04/24/2019,06/16/2019,,5d0712a95263eca3e829b2a3,Mac Eyeshadow Palette Navy Times Nine New Unopened,Women,Makeup,Eyeshadow,MAC Cosmetics,"Blue,Cream",OS,Y,Y,Y,,$18.24,$0.00,$0.00,$14.59,AZ,85233,deborahgreen526,$1.42,$0.00,,
06/04/2019,06/16/2019,,5d0712a95263eca3e829b2a3,Free Picnic Basket Insulated Lunch Bag Purse,Women,Bags,Mini Bags,,Tan,OS,Y,Y,N,,$6.76,$0.00,$0.00,$5.41,AZ,85233,deborahgreen526,$0.53,$0.00,,
05/25/2019,06/21/2019,,5d0d210bbf543046bbee8608,NWT Black Cardigan Rhinestone Jones New York,Women,Sweaters,Cardigans,Jones New York,Black,SP,N,Y,Y,,$40.00,$0.00,$0.00,$32.00,ME,4539,btbutterfly,$2.20,$0.00,,
04/20/2019,06/21/2019,,5d0d75f4ef72e670ac8b1a2e,NWOT Abercrombie and Fitch Lace Skirt,Women,Skirts,,Abercrombie & Fitch,White,M,N,Y,N,,$15.00,$0.00,$0.00,$12.00,MD,21770,seclark39,$0.90,$0.00,,
05/20/2019,06/22/2019,,5d0e88aa1af1eb1972e9c58e,Boho Converse Blouse with Tie Waist,Women,Tops,Blouses,Converse,"Black,Red",M,Y,N,N,,$12.00,$0.00,$0.00,$9.60,NY,13413,lzaniewski,$0.73,$0.00,,
06/01/2019,06/22/2019,,5d0e88aa1af1eb1972e9c58e,Stretch Velvet Floral Long Sleeve Shirt,Women,Tops,Tees - Long Sleeve,Day G,"Blue,Pink",S,Y,N,N,,$12.00,$0.00,$0.00,$9.60,NY,13413,lzaniewski,$0.73,$0.00,,
06/10/2019,06/23/2019,,5d101ce57fc2a6e889fa6ee2,Lula Bell Sleeve Bodycon Dress French Connection,Women,Dresses,Mini,French Connection,Black,10,Y,Y,Y,,$60.61,$0.00,$0.00,$48.49,TX,75181,illyamcmillon,$5.28,$0.00,,
04/20/2019,06/23/2019,,5d101ce57fc2a6e889fa6ee2,Brown UGG Boots,Women,Shoes,Winter & Rain Boots,UGG,"Brown,Cream",9,Y,Y,N,,$39.39,$0.00,$0.00,$31.51,TX,75181,illyamcmillon,$3.53,$0.00,,
05/19/2019,06/25/2019,,5d123ebe23eff3b32cd50833,NWT Moon River Summer Top,Women,Tops,Tank Tops,Moon River,"Red,White",M,N,Y,Y,,$24.00,$0.00,$0.00,$19.20,NY,11783,kstefano22,$1.43,$0.00,,
06/05/2019,06/22/2019,,5d0ec4077fc974fad9ddbc0b,Toric Arrow 2 Yellow and Blue Puma Wrap Sunglasses,Women,Accessories,Sunglasses,Puma,"Yellow,Blue",OS,N,N,Y,,$25.00,$0.00,$0.00,$20.00,FL,32205,jncgreco,$2.23,$0.00,,
06/22/2019,06/23/2019,,5d0fb6f9f2e15f96dfd53f10,Tiered Maxi Boho Tempo Paris Ruffle Skirt Taupe,Women,Skirts,Maxi,Tempo Paris,Gray,XL,N,N,N,,$40.00,$0.00,$0.00,$32.00,GA,30114,stephanie4m,$2.81,$0.00,,
04/20/2019,06/26/2019,,5d137597fb6396934678b126,Special deal for Leslie,Women,Sweaters,Cardigans,New York & Company,Yellow,S,N,N,N,,$3.00,$0.00,$0.00,$0.05,KY,40229,leslieann0930,$0.59,$0.00,,
02/26/2019,06/28/2019,,5d1644c33f79ea06c5db4da0,Clark’s winter boots,Women,Shoes,Winter & Rain Boots,Clarks,Black,8,N,Y,N,,$15.00,$1.80,$0.00,$10.20,CA,91601,wtf83,$1.43,$0.00,,
04/06/2019,06/28/2019,,5d16a372454fe33c4b581934,Bloomingdales Cashmere Sweater,Women,Sweaters,Cardigans,Aqua,Black,S,N,N,N,,$30.00,$0.00,$0.00,$24.00,WI,54911,lsemivan,$1.84,$0.00,,
